id,filename,source,category,category_conf,subcategory,subcategory_conf,neckline,neckline_conf,sleeve_length,sleeve_length_conf,length_type,length_conf,fit,fit_conf,silhouette,silhouette_conf,fabric_type,fabric_conf,pattern,pattern_confidence,pattern_scale,style_tags,style_confidence,formality,formality_conf,season,season_conf,tradition,tradition_conf,gender_target,gender_conf,dominant_color_hex,dominant_color_name,dominant_color_h,dominant_color_s,dominant_color_v,secondary_colors,colorfulness_score,brightness_score,emb_index,width_px,height_px,bbox_garment,created_at
custom_010,/Users/mishtyverma/closet-twin-style-3/backend/recommendation_system/data/output/organized/Bottom/Skirt/image copy 2.png,custom_wardrobe,bottom,1.0,skirt,1.0,unknown,1.0,unknown,1.0,mini,1.0,unknown,1.0,a_line,1.0,unknown,1.0,solid,1.0,medium,"[""girly"", ""elegant""]","[1.0, 1.0]",casual,1.0,all_season,1.0,western,1.0,women,1.0,#ffffff,white,0,0,100,[],0.0,1.0,-1,882,802,,2025-09-21T12:35:26.455517
custom_011,/Users/mishtyverma/closet-twin-style-3/backend/recommendation_system/data/output/organized/Top/T Shirt/Screenshot 2025-09-20 at 12.35.24 PM.png,custom_wardrobe,top,1.0,t_shirt,1.0,crew,1.0,short,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,solid,1.0,medium,"[""casual"", ""streetwear""]","[1.0, 1.0]",casual,1.0,all_season,1.0,western,1.0,women,1.0,#ffffff,white,0,0,100,[],0.0,1.0,-1,1312,602,,2025-09-21T12:35:26.455715
custom_012,/Users/mishtyverma/closet-twin-style-3/backend/recommendation_system/data/output/organized/Dress/Cocktail Dress/Screenshot 2025-09-20 at 1.08.20 PM.png,custom_wardrobe,dress,1.0,cocktail_dress,1.0,sweetheart,1.0,sleeveless,1.0,mini,1.0,unknown,1.0,bodycon,1.0,unknown,1.0,solid,1.0,medium,"[""party"", ""elegant""]","[1.0, 1.0]",formal,1.0,all_season,1.0,western,1.0,women,1.0,#ffffff,white,0,0,100,[],0.0,1.0,-1,820,1094,,2025-09-21T12:35:26.456140
new_20250921_123712_21575903,/Users/mishtyverma/closet-twin-style-3/backend/recommendation_system/data/output/organized/Dresses/Screenshot 2025-09-20 at 1.18.59 PM_20250921_123710.png,user_added,dresses,0.2806184887886047,mini_dress,0.3079689741134643,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,1.0,unknown,0.2516554892063141,printed,0.2396872043609619,medium,"[""formal""]",[0.23318448662757874],casual,1.0,all_season,0.237745463848114,ethnic,0.2309680879116058,women,0.2624629735946655,#ffffff,silver,0,0,100,[],0.0,0.392156862745098,13,966,1162,,2025-09-21T12:37:12.720340
item_014,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/user_wardrobe/user_20250921_174917_aa063489-a183-4628-9b74-b5a6acb54d1a_aa063489-a183-4628-9b74-b5a6acb54d1a.jpg,user_wardrobe,dresses,0.2630746960639953,mini_dress,0.2934668362140655,sweetheart,0.2841709852218628,sleeveless,0.2401546537876129,regular,0.8,flared,0.2276500463485717,regular,0.7,rayon,0.2546485066413879,polka_dot,0.2714133262634277,small,"[""girly""]",[0.25828588008880615],casual,0.2461431324481964,summer,0.2557536363601684,western,0.2231316864490509,women,0.2577689290046692,#e7e9e6,pink,100,1,91,[],0.0039215686274509,0.3568627450980392,14,820,1270,,2025-09-21T17:49:18.000829
item_015,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/user_wardrobe/user_20250921_174920_98d67f32-1c17-4e54-b61e-457331723029_98d67f32-1c17-4e54-b61e-457331723029.jpg,user_wardrobe,dresses,0.2630746960639953,mini_dress,0.2934668362140655,sweetheart,0.2841709852218628,sleeveless,0.2401546537876129,regular,0.8,flared,0.2276500463485717,regular,0.7,rayon,0.2546485066413879,polka_dot,0.2714133262634277,small,"[""girly""]",[0.25828588008880615],casual,0.2461431324481964,summer,0.2557536363601684,western,0.2231316864490509,women,0.2577689290046692,#e7e9e6,pink,100,1,91,[],0.0039215686274509,0.3568627450980392,15,820,1270,,2025-09-21T17:49:20.122208
user_20250921_175449_61de817c,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/239b5fa1-f694-4e9d-9563-b8cdfaf91377.jpg,wardrobe,tops,0.2318039983510971,shorts,0.2143440991640091,,0.0,,0.0,regular,0.8,loose,0.2120016813278198,regular,0.7,georgette,0.2187108248472213,checked,0.2630527317523956,medium,"[""minimalist""]",[0.25542619824409485],casual,0.1949347108602523,all_season,0.2210303694009781,western,0.2184836864471435,men,0.2358582019805908,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,16,400,600,,2025-09-21T17:54:49.842216
user_20250921_175521_0ce5d664,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/19ea5020-91e3-4202-969e-ed5b30af2ed4.jpg,wardrobe,tops,0.2295238673686981,shorts,0.2128810286521911,,0.0,,0.0,regular,0.8,loose,0.2118436694145202,regular,0.7,georgette,0.2195924222469329,checked,0.2626186609268188,medium,"[""minimalist""]",[0.2542453706264496],casual,0.1949731558561325,all_season,0.2185367196798324,western,0.2185101509094238,men,0.235041469335556,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,17,400,600,,2025-09-21T17:55:21.041426
user_20250921_175547_c68b06cf,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/7127aaf8-d6e3-405b-95a9-bb44002946a3.jpg,wardrobe,tops,0.2318039983510971,shorts,0.2143440991640091,,0.0,,0.0,regular,0.8,loose,0.2120016813278198,regular,0.7,georgette,0.2187108248472213,checked,0.2630527317523956,medium,"[""minimalist""]",[0.25542619824409485],casual,0.1949347108602523,all_season,0.2210303694009781,western,0.2184836864471435,men,0.2358582019805908,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,18,400,600,,2025-09-21T17:55:47.488736
user_20250921_175634_15b82e4b,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/c17f2de5-63ff-4abe-a413-f938128ba441.jpg,wardrobe,tops,0.2318039983510971,shorts,0.2143440991640091,,0.0,,0.0,regular,0.8,loose,0.2120016813278198,regular,0.7,georgette,0.2187108248472213,checked,0.2630527317523956,medium,"[""minimalist""]",[0.25542619824409485],casual,0.1949347108602523,all_season,0.2210303694009781,western,0.2184836864471435,men,0.2358582019805908,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,19,400,600,,2025-09-21T17:56:34.650331
user_20250921_175705_3ebb07e7,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/f531e868-0394-4e27-b62e-ea317b002065.jpg,wardrobe,tops,0.2295238673686981,shorts,0.2128810286521911,,0.0,,0.0,regular,0.8,loose,0.2118436694145202,regular,0.7,georgette,0.2195924222469329,checked,0.2626186609268188,medium,"[""minimalist""]",[0.2542453706264496],casual,0.1949731558561325,all_season,0.2185367196798324,western,0.2185101509094238,men,0.235041469335556,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,20,400,600,,2025-09-21T17:57:05.839362
user_20250921_175735_c736e384,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/4bd36d7f-899b-48ea-bf43-0c51ee8c5746.jpg,wardrobe,tops,0.2318039983510971,shorts,0.2143440991640091,,0.0,,0.0,regular,0.8,loose,0.2120016813278198,regular,0.7,georgette,0.2187108248472213,checked,0.2630527317523956,medium,"[""minimalist""]",[0.25542619824409485],casual,0.1949347108602523,all_season,0.2210303694009781,western,0.2184836864471435,men,0.2358582019805908,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,21,400,600,,2025-09-21T17:57:35.147139
user_20250921_175814_d0659ad5,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/0f6dead8-9b44-4175-a2c7-1a28a494417c.jpg,wardrobe,tops,0.2295238673686981,shorts,0.2128810286521911,,0.0,,0.0,regular,0.8,loose,0.2118436694145202,regular,0.7,georgette,0.2195924222469329,checked,0.2626186609268188,medium,"[""minimalist""]",[0.2542453706264496],casual,0.1949731558561325,all_season,0.2185367196798324,western,0.2185101509094238,men,0.235041469335556,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,22,400,600,,2025-09-21T17:58:14.966510
user_20250921_175837_268e4349,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/d115d646-13c4-49af-9dec-e7b615d45611.jpg,wardrobe,tops,0.2318039983510971,shorts,0.2143440991640091,,0.0,,0.0,regular,0.8,loose,0.2120016813278198,regular,0.7,georgette,0.2187108248472213,checked,0.2630527317523956,medium,"[""minimalist""]",[0.25542619824409485],casual,0.1949347108602523,all_season,0.2210303694009781,western,0.2184836864471435,men,0.2358582019805908,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,23,400,600,,2025-09-21T17:58:37.062910
user_20250921_175907_05937d9c,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/168d2a37-85f1-4089-b56b-fff979b6a627.jpg,wardrobe,tops,0.2318039983510971,shorts,0.2143440991640091,,0.0,,0.0,regular,0.8,loose,0.2120016813278198,regular,0.7,georgette,0.2187108248472213,checked,0.2630527317523956,medium,"[""minimalist""]",[0.25542619824409485],casual,0.1949347108602523,all_season,0.2210303694009781,western,0.2184836864471435,men,0.2358582019805908,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,24,400,600,,2025-09-21T17:59:07.326509
user_20250921_175923_cb501f9b,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/c02dcb1d-57bc-4b62-8f37-bc6361bb0757.jpg,wardrobe,tops,0.2318039983510971,shorts,0.2143440991640091,,0.0,,0.0,regular,0.8,loose,0.2120016813278198,regular,0.7,georgette,0.2187108248472213,checked,0.2630527317523956,medium,"[""minimalist""]",[0.25542619824409485],casual,0.1949347108602523,all_season,0.2210303694009781,western,0.2184836864471435,men,0.2358582019805908,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,25,400,600,,2025-09-21T17:59:23.733868
user_20250921_180008_5832c0f0,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/4b8449bb-d346-435c-b153-4a35acfd17de.jpg,wardrobe,tops,0.2128338366746902,leggings,0.2196422666311264,,0.0,,0.0,regular,0.8,flared,0.2198613882064819,regular,0.7,polyester,0.2149916738271713,checked,0.2606898546218872,medium,"[""minimalist""]",[0.24058453738689423],casual,0.179109051823616,all_season,0.1986702382564544,ethnic,0.1919475197792053,unisex,0.2188505828380584,#add9e6,teal,193,24,90,[],0.0941176470588235,0.3529411764705882,26,400,600,,2025-09-21T18:00:08.669993
user_20250921_180055_bd6cb565,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/4aa3c1b2-1f38-4e3f-aa1f-ff83324ab928.jpg,wardrobe,tops,0.2128338366746902,leggings,0.2196422666311264,,0.0,,0.0,regular,0.8,flared,0.2198613882064819,regular,0.7,polyester,0.2149916738271713,checked,0.2606898546218872,medium,"[""minimalist""]",[0.24058453738689423],casual,0.179109051823616,all_season,0.1986702382564544,ethnic,0.1919475197792053,unisex,0.2188505828380584,#add9e6,teal,193,24,90,[],0.0941176470588235,0.3529411764705882,27,400,600,,2025-09-21T18:00:55.967010
user_20250921_180124_aa3bb634,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/a902bd01-26cf-4c35-983c-4055ef7258a5.jpg,wardrobe,tops,0.2318039983510971,shorts,0.2143440991640091,,0.0,,0.0,regular,0.8,loose,0.2120016813278198,regular,0.7,georgette,0.2187108248472213,checked,0.2630527317523956,medium,"[""minimalist""]",[0.25542619824409485],casual,0.1949347108602523,all_season,0.2210303694009781,western,0.2184836864471435,men,0.2358582019805908,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,28,400,600,,2025-09-21T18:01:24.654516
user_20250921_180141_6d5b56c9,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/d1f017c7-d3ff-4175-9cc3-08fc2eebc5f9.jpg,wardrobe,tops,0.2318039983510971,shorts,0.2143440991640091,,0.0,,0.0,regular,0.8,loose,0.2120016813278198,regular,0.7,georgette,0.2187108248472213,checked,0.2630527317523956,medium,"[""minimalist""]",[0.25542619824409485],casual,0.1949347108602523,all_season,0.2210303694009781,western,0.2184836864471435,men,0.2358582019805908,#add9e6,blue,193,24,90,[],0.0941176470588235,0.3529411764705882,29,400,600,,2025-09-21T18:01:41.678183
user_20250921_180617_e242aa35,/Users/mishtyverma/closet-twin-style-5/backend/recommendation_system/data/raw/images/d5b47508-68ac-46fd-8167-46f4898ee906.jpg,wardrobe,tops,0.21283383667469025,leggings,0.2196422666311264,,0.0,,0.0,regular,0.8,flared,0.21986138820648193,regular,0.7,polyester,0.21499167382717133,checked,0.2606898546218872,medium,"[""minimalist""]",[0.24058453738689423],casual,0.17910905182361603,all_season,0.19867023825645447,ethnic,0.19194751977920532,unisex,0.21885058283805847,#add9e6,teal,193,24,90,[],0.09411764705882353,0.35294117647058826,30,400,600,,2025-09-21T18:06:17.570559
